Delivery Start (CET);Delivery End (CET);BE Price (EUR)
20.01.2022 13:00:00;20.01.2022 14:00:00;174.64
20.01.2022 14:00:00;20.01.2022 15:00:00;172.64
20.01.2022 15:00:00;20.01.2022 16:00:00;182.63
20.01.2022 16:00:00;20.01.2022 17:00:00;186.69
20.01.2022 17:00:00;20.01.2022 18:00:00;200.35
20.01.2022 18:00:00;20.01.2022 19:00:00;230
20.01.2022 19:00:00;20.01.2022 20:00:00;187.64
20.01.2022 20:00:00;20.01.2022 21:00:00;200.59
20.01.2022 21:00:00;20.01.2022 22:00:00;181.4
20.01.2022 22:00:00;20.01.2022 23:00:00;179.43
20.01.2022 23:00:00;21.01.2022 00:00:00;170.22
21.01.2022 00:00:00;21.01.2022 01:00:00;179.58
21.01.2022 01:00:00;21.01.2022 02:00:00;173.17
21.01.2022 02:00:00;21.01.2022 03:00:00;158.83
21.01.2022 03:00:00;21.01.2022 04:00:00;156.39
21.01.2022 04:00:00;21.01.2022 05:00:00;157.58
21.01.2022 05:00:00;21.01.2022 06:00:00;161.69
21.01.2022 06:00:00;21.01.2022 07:00:00;186
21.01.2022 07:00:00;21.01.2022 08:00:00;220.3
21.01.2022 08:00:00;21.01.2022 09:00:00;219.6
21.01.2022 09:00:00;21.01.2022 10:00:00;226.1
21.01.2022 10:00:00;21.01.2022 11:00:00;210
21.01.2022 11:00:00;21.01.2022 12:00:00;226.1
21.01.2022 12:00:00;21.01.2022 13:00:00;200.1
21.01.2022 13:00:00;21.01.2022 14:00:00;187.77
21.01.2022 14:00:00;21.01.2022 15:00:00;186.63
21.01.2022 15:00:00;21.01.2022 16:00:00;190
21.01.2022 16:00:00;21.01.2022 17:00:00;196.89
21.01.2022 17:00:00;21.01.2022 18:00:00;215.4
21.01.2022 18:00:00;21.01.2022 19:00:00;220.3
21.01.2022 19:00:00;21.01.2022 20:00:00;225
21.01.2022 20:00:00;21.01.2022 21:00:00;148.5
21.01.2022 21:00:00;21.01.2022 22:00:00;192.7
21.01.2022 22:00:00;21.01.2022 23:00:00;180.27
21.01.2022 23:00:00;22.01.2022 00:00:00;184.06
22.01.2022 00:00:00;22.01.2022 01:00:00;177.9
22.01.2022 01:00:00;22.01.2022 02:00:00;169.18
22.01.2022 02:00:00;22.01.2022 03:00:00;170.94
22.01.2022 03:00:00;22.01.2022 04:00:00;154.24
22.01.2022 04:00:00;22.01.2022 05:00:00;164.26
22.01.2022 05:00:00;22.01.2022 06:00:00;159.96
22.01.2022 06:00:00;22.01.2022 07:00:00;173.1
22.01.2022 07:00:00;22.01.2022 08:00:00;173.37
22.01.2022 08:00:00;22.01.2022 09:00:00;194.1
22.01.2022 09:00:00;22.01.2022 10:00:00;210
22.01.2022 10:00:00;22.01.2022 11:00:00;215
22.01.2022 11:00:00;22.01.2022 12:00:00;209.6
22.01.2022 12:00:00;22.01.2022 13:00:00;201.22
22.01.2022 13:00:00;22.01.2022 14:00:00;190.02
22.01.2022 14:00:00;22.01.2022 15:00:00;188.31
22.01.2022 15:00:00;22.01.2022 16:00:00;196.5
22.01.2022 16:00:00;22.01.2022 17:00:00;196.14
22.01.2022 17:00:00;22.01.2022 18:00:00;222.31
22.01.2022 18:00:00;22.01.2022 19:00:00;234.09
22.01.2022 19:00:00;22.01.2022 20:00:00;220.7
22.01.2022 20:00:00;22.01.2022 21:00:00;219.49
22.01.2022 21:00:00;22.01.2022 22:00:00;200
22.01.2022 22:00:00;22.01.2022 23:00:00;188.01
22.01.2022 23:00:00;23.01.2022 00:00:00;191.66
23.01.2022 00:00:00;23.01.2022 01:00:00;213.3
23.01.2022 01:00:00;23.01.2022 02:00:00;178.93
23.01.2022 02:00:00;23.01.2022 03:00:00;187.07
23.01.2022 03:00:00;23.01.2022 04:00:00;179.73
23.01.2022 04:00:00;23.01.2022 05:00:00;179.04
23.01.2022 05:00:00;23.01.2022 06:00:00;179.49
23.01.2022 06:00:00;23.01.2022 07:00:00;168.2
23.01.2022 07:00:00;23.01.2022 08:00:00;162
23.01.2022 08:00:00;23.01.2022 09:00:00;188.51
23.01.2022 09:00:00;23.01.2022 10:00:00;195.31
23.01.2022 10:00:00;23.01.2022 11:00:00;195.34
23.01.2022 11:00:00;23.01.2022 12:00:00;195.87
23.01.2022 12:00:00;23.01.2022 13:00:00;195.41
23.01.2022 13:00:00;23.01.2022 14:00:00;186.29
23.01.2022 14:00:00;23.01.2022 15:00:00;184.49
23.01.2022 15:00:00;23.01.2022 16:00:00;190
23.01.2022 16:00:00;23.01.2022 17:00:00;194
23.01.2022 17:00:00;23.01.2022 18:00:00;214.95
23.01.2022 18:00:00;23.01.2022 19:00:00;239.49
23.01.2022 19:00:00;23.01.2022 20:00:00;241.96
23.01.2022 20:00:00;23.01.2022 21:00:00;224.96
23.01.2022 21:00:00;23.01.2022 22:00:00;204.84
23.01.2022 22:00:00;23.01.2022 23:00:00;201
23.01.2022 23:00:00;24.01.2022 00:00:00;185.16
24.01.2022 00:00:00;24.01.2022 01:00:00;174.22
24.01.2022 01:00:00;24.01.2022 02:00:00;179.61
24.01.2022 02:00:00;24.01.2022 03:00:00;178.3
24.01.2022 03:00:00;24.01.2022 04:00:00;177.46
24.01.2022 04:00:00;24.01.2022 05:00:00;177.61
24.01.2022 05:00:00;24.01.2022 06:00:00;184.17
24.01.2022 06:00:00;24.01.2022 07:00:00;193.49
24.01.2022 07:00:00;24.01.2022 08:00:00;265
24.01.2022 08:00:00;24.01.2022 09:00:00;300.02
24.01.2022 09:00:00;24.01.2022 10:00:00;299.39
24.01.2022 10:00:00;24.01.2022 11:00:00;275.88
24.01.2022 11:00:00;24.01.2022 12:00:00;270
24.01.2022 12:00:00;24.01.2022 13:00:00;245.84
24.01.2022 13:00:00;24.01.2022 14:00:00;240.08
24.01.2022 14:00:00;24.01.2022 15:00:00;244
24.01.2022 15:00:00;24.01.2022 16:00:00;256.49
24.01.2022 16:00:00;24.01.2022 17:00:00;273.57
24.01.2022 17:00:00;24.01.2022 18:00:00;307.38
24.01.2022 18:00:00;24.01.2022 19:00:00;341.85
24.01.2022 19:00:00;24.01.2022 20:00:00;315.31
24.01.2022 20:00:00;24.01.2022 21:00:00;274.98
24.01.2022 21:00:00;24.01.2022 22:00:00;250
24.01.2022 22:00:00;24.01.2022 23:00:00;232.72
24.01.2022 23:00:00;25.01.2022 00:00:00;200
25.01.2022 00:00:00;25.01.2022 01:00:00;219
25.01.2022 01:00:00;25.01.2022 02:00:00;212.9
25.01.2022 02:00:00;25.01.2022 03:00:00;203.75
25.01.2022 03:00:00;25.01.2022 04:00:00;196.24
25.01.2022 04:00:00;25.01.2022 05:00:00;198.49
25.01.2022 05:00:00;25.01.2022 06:00:00;214.02
25.01.2022 06:00:00;25.01.2022 07:00:00;234.48
25.01.2022 07:00:00;25.01.2022 08:00:00;303.06
25.01.2022 08:00:00;25.01.2022 09:00:00;395.03
25.01.2022 09:00:00;25.01.2022 10:00:00;399.01
25.01.2022 10:00:00;25.01.2022 11:00:00;360
25.01.2022 11:00:00;25.01.2022 12:00:00;347.4
25.01.2022 12:00:00;25.01.2022 13:00:00;327
25.01.2022 13:00:00;25.01.2022 14:00:00;304.51
25.01.2022 14:00:00;25.01.2022 15:00:00;310
25.01.2022 15:00:00;25.01.2022 16:00:00;313
25.01.2022 16:00:00;25.01.2022 17:00:00;300
25.01.2022 17:00:00;25.01.2022 18:00:00;366.43
25.01.2022 18:00:00;25.01.2022 19:00:00;399.06
25.01.2022 19:00:00;25.01.2022 20:00:00;373.75
25.01.2022 20:00:00;25.01.2022 21:00:00;304.92
25.01.2022 21:00:00;25.01.2022 22:00:00;259.3
25.01.2022 22:00:00;25.01.2022 23:00:00;237.99
25.01.2022 23:00:00;26.01.2022 00:00:00;208.44
26.01.2022 00:00:00;26.01.2022 01:00:00;198.23
26.01.2022 01:00:00;26.01.2022 02:00:00;214
26.01.2022 02:00:00;26.01.2022 03:00:00;227.04
26.01.2022 03:00:00;26.01.2022 04:00:00;202.43
26.01.2022 04:00:00;26.01.2022 05:00:00;202.61
26.01.2022 05:00:00;26.01.2022 06:00:00;198.89
26.01.2022 06:00:00;26.01.2022 07:00:00;215
26.01.2022 07:00:00;26.01.2022 08:00:00;272.62
26.01.2022 08:00:00;26.01.2022 09:00:00;261
26.01.2022 09:00:00;26.01.2022 10:00:00;280.3
26.01.2022 10:00:00;26.01.2022 11:00:00;293.32
26.01.2022 11:00:00;26.01.2022 12:00:00;280
26.01.2022 12:00:00;26.01.2022 13:00:00;247.1
26.01.2022 13:00:00;26.01.2022 14:00:00;238
26.01.2022 14:00:00;26.01.2022 15:00:00;224.8
26.01.2022 15:00:00;26.01.2022 16:00:00;224.79
26.01.2022 16:00:00;26.01.2022 17:00:00;228.6
26.01.2022 17:00:00;26.01.2022 18:00:00;250.9
26.01.2022 18:00:00;26.01.2022 19:00:00;220.88
26.01.2022 19:00:00;26.01.2022 20:00:00;187.27
26.01.2022 20:00:00;26.01.2022 21:00:00;188.88
26.01.2022 21:00:00;26.01.2022 22:00:00;182.1
26.01.2022 22:00:00;26.01.2022 23:00:00;191.66
26.01.2022 23:00:00;27.01.2022 00:00:00;189.75
27.01.2022 00:00:00;27.01.2022 01:00:00;175.08
27.01.2022 01:00:00;27.01.2022 02:00:00;178
27.01.2022 02:00:00;27.01.2022 03:00:00;65.38
27.01.2022 03:00:00;27.01.2022 04:00:00;162
27.01.2022 04:00:00;27.01.2022 05:00:00;163.07
27.01.2022 05:00:00;27.01.2022 06:00:00;171.1
27.01.2022 06:00:00;27.01.2022 07:00:00;64.93
27.01.2022 07:00:00;27.01.2022 08:00:00;201
27.01.2022 08:00:00;27.01.2022 09:00:00;241
27.01.2022 09:00:00;27.01.2022 10:00:00;242.5
27.01.2022 10:00:00;27.01.2022 11:00:00;200
27.01.2022 11:00:00;27.01.2022 12:00:00;229.6
27.01.2022 12:00:00;27.01.2022 13:00:00;200
27.01.2022 13:00:00;27.01.2022 14:00:00;237
27.01.2022 14:00:00;27.01.2022 15:00:00;217
27.01.2022 15:00:00;27.01.2022 16:00:00;225
27.01.2022 16:00:00;27.01.2022 17:00:00;234.8
27.01.2022 17:00:00;27.01.2022 18:00:00;240.9
27.01.2022 18:00:00;27.01.2022 19:00:00;271.24
27.01.2022 19:00:00;27.01.2022 20:00:00;224.91
27.01.2022 20:00:00;27.01.2022 21:00:00;194.72
27.01.2022 21:00:00;27.01.2022 22:00:00;180
27.01.2022 22:00:00;27.01.2022 23:00:00;241.8
27.01.2022 23:00:00;28.01.2022 00:00:00;244.9
28.01.2022 00:00:00;28.01.2022 01:00:00;183
28.01.2022 01:00:00;28.01.2022 02:00:00;163.92
28.01.2022 02:00:00;28.01.2022 03:00:00;160.6
28.01.2022 03:00:00;28.01.2022 04:00:00;174.3
28.01.2022 04:00:00;28.01.2022 05:00:00;170.32
28.01.2022 05:00:00;28.01.2022 06:00:00;178.2
28.01.2022 06:00:00;28.01.2022 07:00:00;210.5
28.01.2022 07:00:00;28.01.2022 08:00:00;250.73
28.01.2022 08:00:00;28.01.2022 09:00:00;275
28.01.2022 09:00:00;28.01.2022 10:00:00;289.23
28.01.2022 10:00:00;28.01.2022 11:00:00;269
28.01.2022 11:00:00;28.01.2022 12:00:00;230.01
28.01.2022 12:00:00;28.01.2022 13:00:00;221.26
28.01.2022 13:00:00;28.01.2022 14:00:00;233.83
28.01.2022 14:00:00;28.01.2022 15:00:00;233.67
28.01.2022 15:00:00;28.01.2022 16:00:00;237.08
28.01.2022 16:00:00;28.01.2022 17:00:00;237.92
28.01.2022 17:00:00;28.01.2022 18:00:00;260
28.01.2022 18:00:00;28.01.2022 19:00:00;250.34
28.01.2022 19:00:00;28.01.2022 20:00:00;203.4
28.01.2022 20:00:00;28.01.2022 21:00:00;209
28.01.2022 21:00:00;28.01.2022 22:00:00;209.78
28.01.2022 22:00:00;28.01.2022 23:00:00;197.86
28.01.2022 23:00:00;29.01.2022 00:00:00;176.98
29.01.2022 00:00:00;29.01.2022 01:00:00;100.78
29.01.2022 01:00:00;29.01.2022 02:00:00;102.5
29.01.2022 02:00:00;29.01.2022 03:00:00;117.31
29.01.2022 03:00:00;29.01.2022 04:00:00;100
29.01.2022 04:00:00;29.01.2022 05:00:00;89.3
29.01.2022 05:00:00;29.01.2022 06:00:00;100
29.01.2022 06:00:00;29.01.2022 07:00:00;72.36
29.01.2022 07:00:00;29.01.2022 08:00:00;155.58
29.01.2022 08:00:00;29.01.2022 09:00:00;169.05
29.01.2022 09:00:00;29.01.2022 10:00:00;154.12
29.01.2022 10:00:00;29.01.2022 11:00:00;191.21
29.01.2022 11:00:00;29.01.2022 12:00:00;125
29.01.2022 12:00:00;29.01.2022 13:00:00;70.44
29.01.2022 13:00:00;29.01.2022 14:00:00;11.38
29.01.2022 14:00:00;29.01.2022 15:00:00;79.71
29.01.2022 15:00:00;29.01.2022 16:00:00;87.39
29.01.2022 16:00:00;29.01.2022 17:00:00;146.6
29.01.2022 17:00:00;29.01.2022 18:00:00;220
29.01.2022 18:00:00;29.01.2022 19:00:00;200
29.01.2022 19:00:00;29.01.2022 20:00:00;106.67
29.01.2022 20:00:00;29.01.2022 21:00:00;54.6
29.01.2022 21:00:00;29.01.2022 22:00:00;48.06
29.01.2022 22:00:00;29.01.2022 23:00:00;50.47
29.01.2022 23:00:00;30.01.2022 00:00:00;146.6
30.01.2022 00:00:00;30.01.2022 01:00:00;130.1
30.01.2022 01:00:00;30.01.2022 02:00:00;138.98
30.01.2022 02:00:00;30.01.2022 03:00:00;136.79
30.01.2022 03:00:00;30.01.2022 04:00:00;135.67
30.01.2022 04:00:00;30.01.2022 05:00:00;133.82
30.01.2022 05:00:00;30.01.2022 06:00:00;139.8
30.01.2022 06:00:00;30.01.2022 07:00:00;141.44
30.01.2022 07:00:00;30.01.2022 08:00:00;150
30.01.2022 08:00:00;30.01.2022 09:00:00;201.2
30.01.2022 09:00:00;30.01.2022 10:00:00;229
30.01.2022 10:00:00;30.01.2022 11:00:00;223.53
30.01.2022 11:00:00;30.01.2022 12:00:00;146.5
30.01.2022 12:00:00;30.01.2022 13:00:00;200
30.01.2022 13:00:00;30.01.2022 14:00:00;180.4
30.01.2022 14:00:00;30.01.2022 15:00:00;201.2
30.01.2022 15:00:00;30.01.2022 16:00:00;209.03
30.01.2022 16:00:00;30.01.2022 17:00:00;216.9
30.01.2022 17:00:00;30.01.2022 18:00:00;238.77
30.01.2022 18:00:00;30.01.2022 19:00:00;298.42
30.01.2022 19:00:00;30.01.2022 20:00:00;238.92
30.01.2022 20:00:00;30.01.2022 21:00:00;220.76
30.01.2022 21:00:00;30.01.2022 22:00:00;201.49
30.01.2022 22:00:00;30.01.2022 23:00:00;190
30.01.2022 23:00:00;31.01.2022 00:00:00;172.87
31.01.2022 00:00:00;31.01.2022 01:00:00;139.39
31.01.2022 01:00:00;31.01.2022 02:00:00;146.5
31.01.2022 02:00:00;31.01.2022 03:00:00;118.63
31.01.2022 03:00:00;31.01.2022 04:00:00;105.71
31.01.2022 04:00:00;31.01.2022 05:00:00;100.13
31.01.2022 05:00:00;31.01.2022 06:00:00;135.4
31.01.2022 06:00:00;31.01.2022 07:00:00;176.81
31.01.2022 07:00:00;31.01.2022 08:00:00;240
31.01.2022 08:00:00;31.01.2022 09:00:00;247.44
31.01.2022 09:00:00;31.01.2022 10:00:00;251.92
31.01.2022 10:00:00;31.01.2022 11:00:00;248.08
31.01.2022 11:00:00;31.01.2022 12:00:00;243
31.01.2022 12:00:00;31.01.2022 13:00:00;237.52
31.01.2022 13:00:00;31.01.2022 14:00:00;220.41
31.01.2022 14:00:00;31.01.2022 15:00:00;205.73
31.01.2022 15:00:00;31.01.2022 16:00:00;191.87
31.01.2022 16:00:00;31.01.2022 17:00:00;193.64
31.01.2022 17:00:00;31.01.2022 18:00:00;240.67
31.01.2022 18:00:00;31.01.2022 19:00:00;253.74
31.01.2022 19:00:00;31.01.2022 20:00:00;259.34
31.01.2022 20:00:00;31.01.2022 21:00:00;220
31.01.2022 21:00:00;31.01.2022 22:00:00;228.31
31.01.2022 22:00:00;31.01.2022 23:00:00;228.97
31.01.2022 23:00:00;01.02.2022 00:00:00;225.4
01.02.2022 00:00:00;01.02.2022 01:00:00;200
01.02.2022 01:00:00;01.02.2022 02:00:00;181.74
01.02.2022 02:00:00;01.02.2022 03:00:00;181.97
01.02.2022 03:00:00;01.02.2022 04:00:00;176.21
01.02.2022 04:00:00;01.02.2022 05:00:00;167.54
01.02.2022 05:00:00;01.02.2022 06:00:00;172.13
01.02.2022 06:00:00;01.02.2022 07:00:00;202.06
01.02.2022 07:00:00;01.02.2022 08:00:00;247.67
01.02.2022 08:00:00;01.02.2022 09:00:00;241.6
01.02.2022 09:00:00;01.02.2022 10:00:00;264
01.02.2022 10:00:00;01.02.2022 11:00:00;253.57
01.02.2022 11:00:00;01.02.2022 12:00:00;255.5
01.02.2022 12:00:00;01.02.2022 13:00:00;237
01.02.2022 13:00:00;01.02.2022 14:00:00;214.59
01.02.2022 14:00:00;01.02.2022 15:00:00;172.4
01.02.2022 15:00:00;01.02.2022 16:00:00;163.95
01.02.2022 16:00:00;01.02.2022 17:00:00;214.6
01.02.2022 17:00:00;01.02.2022 18:00:00;176.4
01.02.2022 18:00:00;01.02.2022 19:00:00;283.46
01.02.2022 19:00:00;01.02.2022 20:00:00;157
01.02.2022 20:00:00;01.02.2022 21:00:00;202.26
01.02.2022 21:00:00;01.02.2022 22:00:00;164.91
01.02.2022 22:00:00;01.02.2022 23:00:00;157.61
01.02.2022 23:00:00;02.02.2022 00:00:00;143.67
02.02.2022 00:00:00;02.02.2022 01:00:00;128.01
02.02.2022 01:00:00;02.02.2022 02:00:00;118.31
02.02.2022 02:00:00;02.02.2022 03:00:00;95.21
02.02.2022 03:00:00;02.02.2022 04:00:00;97.53
02.02.2022 04:00:00;02.02.2022 05:00:00;110
02.02.2022 05:00:00;02.02.2022 06:00:00;134.73
02.02.2022 06:00:00;02.02.2022 07:00:00;161.6
02.02.2022 07:00:00;02.02.2022 08:00:00;196.9
02.02.2022 08:00:00;02.02.2022 09:00:00;201
02.02.2022 09:00:00;02.02.2022 10:00:00;196.89
02.02.2022 10:00:00;02.02.2022 11:00:00;193.78
02.02.2022 11:00:00;02.02.2022 12:00:00;191.42
02.02.2022 12:00:00;02.02.2022 13:00:00;181.19
02.02.2022 13:00:00;02.02.2022 14:00:00;183.66
02.02.2022 14:00:00;02.02.2022 15:00:00;180.2
02.02.2022 15:00:00;02.02.2022 16:00:00;193.09
02.02.2022 16:00:00;02.02.2022 17:00:00;201.53
02.02.2022 17:00:00;02.02.2022 18:00:00;238.01
02.02.2022 18:00:00;02.02.2022 19:00:00;266.9
02.02.2022 19:00:00;02.02.2022 20:00:00;265
02.02.2022 20:00:00;02.02.2022 21:00:00;237
02.02.2022 21:00:00;02.02.2022 22:00:00;202.52
02.02.2022 22:00:00;02.02.2022 23:00:00;195.65
02.02.2022 23:00:00;03.02.2022 00:00:00;185
03.02.2022 00:00:00;03.02.2022 01:00:00;173.43
03.02.2022 01:00:00;03.02.2022 02:00:00;160.87
03.02.2022 02:00:00;03.02.2022 03:00:00;161.12
03.02.2022 03:00:00;03.02.2022 04:00:00;158.58
03.02.2022 04:00:00;03.02.2022 05:00:00;158.81
03.02.2022 05:00:00;03.02.2022 06:00:00;158.49
03.02.2022 06:00:00;03.02.2022 07:00:00;189
03.02.2022 07:00:00;03.02.2022 08:00:00;199.42
03.02.2022 08:00:00;03.02.2022 09:00:00;205.45
03.02.2022 09:00:00;03.02.2022 10:00:00;219.43
03.02.2022 10:00:00;03.02.2022 11:00:00;213.26
03.02.2022 11:00:00;03.02.2022 12:00:00;209
03.02.2022 12:00:00;03.02.2022 13:00:00;195
03.02.2022 13:00:00;03.02.2022 14:00:00;190.53
03.02.2022 14:00:00;03.02.2022 15:00:00;194.88
03.02.2022 15:00:00;03.02.2022 16:00:00;207
03.02.2022 16:00:00;03.02.2022 17:00:00;205.72
03.02.2022 17:00:00;03.02.2022 18:00:00;224.15
03.02.2022 18:00:00;03.02.2022 19:00:00;237.69
03.02.2022 19:00:00;03.02.2022 20:00:00;216.53
03.02.2022 20:00:00;03.02.2022 21:00:00;198.12
03.02.2022 21:00:00;03.02.2022 22:00:00;179.6
03.02.2022 22:00:00;03.02.2022 23:00:00;196.31
03.02.2022 23:00:00;04.02.2022 00:00:00;171.99
04.02.2022 00:00:00;04.02.2022 01:00:00;181.64
04.02.2022 01:00:00;04.02.2022 02:00:00;156.18
04.02.2022 02:00:00;04.02.2022 03:00:00;154.42
04.02.2022 03:00:00;04.02.2022 04:00:00;148.51
04.02.2022 04:00:00;04.02.2022 05:00:00;140.36
04.02.2022 05:00:00;04.02.2022 06:00:00;141.03
04.02.2022 06:00:00;04.02.2022 07:00:00;162.12
04.02.2022 07:00:00;04.02.2022 08:00:00;204.92
04.02.2022 08:00:00;04.02.2022 09:00:00;220.72
04.02.2022 09:00:00;04.02.2022 10:00:00;212.69
04.02.2022 10:00:00;04.02.2022 11:00:00;228.97
04.02.2022 11:00:00;04.02.2022 12:00:00;191.31
04.02.2022 12:00:00;04.02.2022 13:00:00;175.28
04.02.2022 13:00:00;04.02.2022 14:00:00;162.81
04.02.2022 14:00:00;04.02.2022 15:00:00;161.54
04.02.2022 15:00:00;04.02.2022 16:00:00;146.61
04.02.2022 16:00:00;04.02.2022 17:00:00;163.86
04.02.2022 17:00:00;04.02.2022 18:00:00;196.31
04.02.2022 18:00:00;04.02.2022 19:00:00;255.2
04.02.2022 19:00:00;04.02.2022 20:00:00;215.42
04.02.2022 20:00:00;04.02.2022 21:00:00;205.74
04.02.2022 21:00:00;04.02.2022 22:00:00;178.82
04.02.2022 22:00:00;04.02.2022 23:00:00;166.59
04.02.2022 23:00:00;05.02.2022 00:00:00;145.58
05.02.2022 00:00:00;05.02.2022 01:00:00;161.17
05.02.2022 01:00:00;05.02.2022 02:00:00;151.43
05.02.2022 02:00:00;05.02.2022 03:00:00;135.69
05.02.2022 03:00:00;05.02.2022 04:00:00;131.17
05.02.2022 04:00:00;05.02.2022 05:00:00;132.11
05.02.2022 05:00:00;05.02.2022 06:00:00;132.99
05.02.2022 06:00:00;05.02.2022 07:00:00;145.89
05.02.2022 07:00:00;05.02.2022 08:00:00;178.79
05.02.2022 08:00:00;05.02.2022 09:00:00;184.31
05.02.2022 09:00:00;05.02.2022 10:00:00;183.42
05.02.2022 10:00:00;05.02.2022 11:00:00;170.28
05.02.2022 11:00:00;05.02.2022 12:00:00;82.77
05.02.2022 12:00:00;05.02.2022 13:00:00;53.44
05.02.2022 13:00:00;05.02.2022 14:00:00;30
05.02.2022 14:00:00;05.02.2022 15:00:00;80.83
05.02.2022 15:00:00;05.02.2022 16:00:00;96.23
05.02.2022 16:00:00;05.02.2022 17:00:00;100
05.02.2022 17:00:00;05.02.2022 18:00:00;138.37
05.02.2022 18:00:00;05.02.2022 19:00:00;115.4
05.02.2022 19:00:00;05.02.2022 20:00:00;70.12
05.02.2022 20:00:00;05.02.2022 21:00:00;80
05.02.2022 21:00:00;05.02.2022 22:00:00;-13.16
05.02.2022 22:00:00;05.02.2022 23:00:00;-10.86
05.02.2022 23:00:00;06.02.2022 00:00:00;-20
06.02.2022 00:00:00;06.02.2022 01:00:00;-30
06.02.2022 01:00:00;06.02.2022 02:00:00;-25
06.02.2022 02:00:00;06.02.2022 03:00:00;-30
06.02.2022 03:00:00;06.02.2022 04:00:00;-4.71
06.02.2022 04:00:00;06.02.2022 05:00:00;18.65
06.02.2022 05:00:00;06.02.2022 06:00:00;-10
06.02.2022 06:00:00;06.02.2022 07:00:00;34.92
06.02.2022 07:00:00;06.02.2022 08:00:00;-21.36
06.02.2022 08:00:00;06.02.2022 09:00:00;18.88
06.02.2022 09:00:00;06.02.2022 10:00:00;47.25
06.02.2022 10:00:00;06.02.2022 11:00:00;66.34
06.02.2022 11:00:00;06.02.2022 12:00:00;118.11
06.02.2022 12:00:00;06.02.2022 13:00:00;117.23
06.02.2022 13:00:00;06.02.2022 14:00:00;103.65
06.02.2022 14:00:00;06.02.2022 15:00:00;118.59
06.02.2022 15:00:00;06.02.2022 16:00:00;120.76
06.02.2022 16:00:00;06.02.2022 17:00:00;134.97
06.02.2022 17:00:00;06.02.2022 18:00:00;126.78
06.02.2022 18:00:00;06.02.2022 19:00:00;111.63
06.02.2022 19:00:00;06.02.2022 20:00:00;90.62
06.02.2022 20:00:00;06.02.2022 21:00:00;94.2
06.02.2022 21:00:00;06.02.2022 22:00:00;78.03
06.02.2022 22:00:00;06.02.2022 23:00:00;99
06.02.2022 23:00:00;07.02.2022 00:00:00;118
07.02.2022 00:00:00;07.02.2022 01:00:00;113.73
07.02.2022 01:00:00;07.02.2022 02:00:00;99.38
07.02.2022 02:00:00;07.02.2022 03:00:00;90.97
07.02.2022 03:00:00;07.02.2022 04:00:00;79.8
07.02.2022 04:00:00;07.02.2022 05:00:00;85.44
07.02.2022 05:00:00;07.02.2022 06:00:00;114.24
07.02.2022 06:00:00;07.02.2022 07:00:00;152.16
07.02.2022 07:00:00;07.02.2022 08:00:00;285
07.02.2022 08:00:00;07.02.2022 09:00:00;281.1
07.02.2022 09:00:00;07.02.2022 10:00:00;293
07.02.2022 10:00:00;07.02.2022 11:00:00;275.94
07.02.2022 11:00:00;07.02.2022 12:00:00;254.3
07.02.2022 12:00:00;07.02.2022 13:00:00;205
07.02.2022 13:00:00;07.02.2022 14:00:00;175.82
07.02.2022 14:00:00;07.02.2022 15:00:00;133.71
07.02.2022 15:00:00;07.02.2022 16:00:00;200
07.02.2022 16:00:00;07.02.2022 17:00:00;179.73
07.02.2022 17:00:00;07.02.2022 18:00:00;227.7
07.02.2022 18:00:00;07.02.2022 19:00:00;274.2
07.02.2022 19:00:00;07.02.2022 20:00:00;265.3
07.02.2022 20:00:00;07.02.2022 21:00:00;207.33
07.02.2022 21:00:00;07.02.2022 22:00:00;195.96
07.02.2022 22:00:00;07.02.2022 23:00:00;179.07
07.02.2022 23:00:00;08.02.2022 00:00:00;150.56
08.02.2022 00:00:00;08.02.2022 01:00:00;153.65
08.02.2022 01:00:00;08.02.2022 02:00:00;147.38
08.02.2022 02:00:00;08.02.2022 03:00:00;141.4
08.02.2022 03:00:00;08.02.2022 04:00:00;99
08.02.2022 04:00:00;08.02.2022 05:00:00;141.1
08.02.2022 05:00:00;08.02.2022 06:00:00;147.01
08.02.2022 06:00:00;08.02.2022 07:00:00;143.5
08.02.2022 07:00:00;08.02.2022 08:00:00;195
08.02.2022 08:00:00;08.02.2022 09:00:00;187.3
08.02.2022 09:00:00;08.02.2022 10:00:00;203.94
08.02.2022 10:00:00;08.02.2022 11:00:00;213.22
08.02.2022 11:00:00;08.02.2022 12:00:00;178.29
08.02.2022 12:00:00;08.02.2022 13:00:00;156.33
08.02.2022 13:00:00;08.02.2022 14:00:00;169.16
08.02.2022 14:00:00;08.02.2022 15:00:00;170.51
08.02.2022 15:00:00;08.02.2022 16:00:00;176.86
08.02.2022 16:00:00;08.02.2022 17:00:00;192.54
08.02.2022 17:00:00;08.02.2022 18:00:00;219.06
08.02.2022 18:00:00;08.02.2022 19:00:00;258.28
08.02.2022 19:00:00;08.02.2022 20:00:00;208
08.02.2022 20:00:00;08.02.2022 21:00:00;203.74
08.02.2022 21:00:00;08.02.2022 22:00:00;200
08.02.2022 22:00:00;08.02.2022 23:00:00;177.44
08.02.2022 23:00:00;09.02.2022 00:00:00;162.61
09.02.2022 00:00:00;09.02.2022 01:00:00;156.49
09.02.2022 01:00:00;09.02.2022 02:00:00;150.38
09.02.2022 02:00:00;09.02.2022 03:00:00;151.16
09.02.2022 03:00:00;09.02.2022 04:00:00;145.46
