Delivery Start (CET);Delivery End (CET);BE Price (EUR)
04.04.2022 21:00:00;04.04.2022 22:00:00;259.9
04.04.2022 22:00:00;04.04.2022 23:00:00;250.5
04.04.2022 23:00:00;05.04.2022 00:00:00;177.6
05.04.2022 00:00:00;05.04.2022 01:00:00;20.89
05.04.2022 01:00:00;05.04.2022 02:00:00;19.14
05.04.2022 02:00:00;05.04.2022 03:00:00;17.2
05.04.2022 03:00:00;05.04.2022 04:00:00;25.74
05.04.2022 04:00:00;05.04.2022 05:00:00;21.09
05.04.2022 05:00:00;05.04.2022 06:00:00;42.61
05.04.2022 06:00:00;05.04.2022 07:00:00;169.91
05.04.2022 07:00:00;05.04.2022 08:00:00;228.3
05.04.2022 08:00:00;05.04.2022 09:00:00;223.2
05.04.2022 09:00:00;05.04.2022 10:00:00;280.73
05.04.2022 10:00:00;05.04.2022 11:00:00;280.73
05.04.2022 11:00:00;05.04.2022 12:00:00;280.73
05.04.2022 12:00:00;05.04.2022 13:00:00;223.2
05.04.2022 13:00:00;05.04.2022 14:00:00;229.74
05.04.2022 14:00:00;05.04.2022 15:00:00;220
05.04.2022 15:00:00;05.04.2022 16:00:00;212
05.04.2022 16:00:00;05.04.2022 17:00:00;236.86
05.04.2022 17:00:00;05.04.2022 18:00:00;262.83
05.04.2022 18:00:00;05.04.2022 19:00:00;281.12
05.04.2022 19:00:00;05.04.2022 20:00:00;309.93
05.04.2022 20:00:00;05.04.2022 21:00:00;250.1
05.04.2022 21:00:00;05.04.2022 22:00:00;225.62
05.04.2022 22:00:00;05.04.2022 23:00:00;223.2
05.04.2022 23:00:00;06.04.2022 00:00:00;145.12
06.04.2022 00:00:00;06.04.2022 01:00:00;170.62
06.04.2022 01:00:00;06.04.2022 02:00:00;145.47
06.04.2022 02:00:00;06.04.2022 03:00:00;165
06.04.2022 03:00:00;06.04.2022 04:00:00;44.06
06.04.2022 04:00:00;06.04.2022 05:00:00;40.1
06.04.2022 05:00:00;06.04.2022 06:00:00;100
06.04.2022 06:00:00;06.04.2022 07:00:00;158.6
06.04.2022 07:00:00;06.04.2022 08:00:00;155.13
06.04.2022 08:00:00;06.04.2022 09:00:00;185
06.04.2022 09:00:00;06.04.2022 10:00:00;159.36
06.04.2022 10:00:00;06.04.2022 11:00:00;158
06.04.2022 11:00:00;06.04.2022 12:00:00;180
06.04.2022 12:00:00;06.04.2022 13:00:00;77.8
06.04.2022 13:00:00;06.04.2022 14:00:00;145
06.04.2022 14:00:00;06.04.2022 15:00:00;136.66
06.04.2022 15:00:00;06.04.2022 16:00:00;95.1
06.04.2022 16:00:00;06.04.2022 17:00:00;74.81
06.04.2022 17:00:00;06.04.2022 18:00:00;146.83
06.04.2022 18:00:00;06.04.2022 19:00:00;179.3
06.04.2022 19:00:00;06.04.2022 20:00:00;178.56
06.04.2022 20:00:00;06.04.2022 21:00:00;140
06.04.2022 21:00:00;06.04.2022 22:00:00;130
06.04.2022 22:00:00;06.04.2022 23:00:00;38.74
06.04.2022 23:00:00;07.04.2022 00:00:00;60.37
07.04.2022 00:00:00;07.04.2022 01:00:00;10.76
07.04.2022 01:00:00;07.04.2022 02:00:00;5.21
07.04.2022 02:00:00;07.04.2022 03:00:00;-13.01
07.04.2022 03:00:00;07.04.2022 04:00:00;27.56
07.04.2022 04:00:00;07.04.2022 05:00:00;66.58
07.04.2022 05:00:00;07.04.2022 06:00:00;80
07.04.2022 06:00:00;07.04.2022 07:00:00;13.89
07.04.2022 07:00:00;07.04.2022 08:00:00;37.59
07.04.2022 08:00:00;07.04.2022 09:00:00;113.23
07.04.2022 09:00:00;07.04.2022 10:00:00;110
07.04.2022 10:00:00;07.04.2022 11:00:00;147.01
07.04.2022 11:00:00;07.04.2022 12:00:00;83.53
07.04.2022 12:00:00;07.04.2022 13:00:00;71.8
07.04.2022 13:00:00;07.04.2022 14:00:00;82.81
07.04.2022 14:00:00;07.04.2022 15:00:00;66.07
07.04.2022 15:00:00;07.04.2022 16:00:00;74.19
07.04.2022 16:00:00;07.04.2022 17:00:00;90.89
07.04.2022 17:00:00;07.04.2022 18:00:00;101.3
07.04.2022 18:00:00;07.04.2022 19:00:00;133.4
07.04.2022 19:00:00;07.04.2022 20:00:00;115.13
07.04.2022 20:00:00;07.04.2022 21:00:00;221.09
07.04.2022 21:00:00;07.04.2022 22:00:00;183
07.04.2022 22:00:00;07.04.2022 23:00:00;100
07.04.2022 23:00:00;08.04.2022 00:00:00;45.83
08.04.2022 00:00:00;08.04.2022 01:00:00;39.35
08.04.2022 01:00:00;08.04.2022 02:00:00;37.47
08.04.2022 02:00:00;08.04.2022 03:00:00;36.71
08.04.2022 03:00:00;08.04.2022 04:00:00;41.12
08.04.2022 04:00:00;08.04.2022 05:00:00;148.45
08.04.2022 05:00:00;08.04.2022 06:00:00;170.08
08.04.2022 06:00:00;08.04.2022 07:00:00;291.9
08.04.2022 07:00:00;08.04.2022 08:00:00;338.3
08.04.2022 08:00:00;08.04.2022 09:00:00;409.04
08.04.2022 09:00:00;08.04.2022 10:00:00;304
08.04.2022 10:00:00;08.04.2022 11:00:00;296.96
08.04.2022 11:00:00;08.04.2022 12:00:00;233.16
08.04.2022 12:00:00;08.04.2022 13:00:00;215.96
08.04.2022 13:00:00;08.04.2022 14:00:00;210.9
08.04.2022 14:00:00;08.04.2022 15:00:00;253.9
08.04.2022 15:00:00;08.04.2022 16:00:00;203.73
08.04.2022 16:00:00;08.04.2022 17:00:00;186.11
08.04.2022 17:00:00;08.04.2022 18:00:00;202.31
08.04.2022 18:00:00;08.04.2022 19:00:00;229.9
08.04.2022 19:00:00;08.04.2022 20:00:00;267.77
08.04.2022 20:00:00;08.04.2022 21:00:00;259.04
08.04.2022 21:00:00;08.04.2022 22:00:00;259.04
08.04.2022 22:00:00;08.04.2022 23:00:00;236.02
08.04.2022 23:00:00;09.04.2022 00:00:00;239
09.04.2022 00:00:00;09.04.2022 01:00:00;215
09.04.2022 01:00:00;09.04.2022 02:00:00;155
09.04.2022 02:00:00;09.04.2022 03:00:00;139.57
09.04.2022 03:00:00;09.04.2022 04:00:00;134.77
09.04.2022 04:00:00;09.04.2022 05:00:00;130.6
09.04.2022 05:00:00;09.04.2022 06:00:00;126.2
09.04.2022 06:00:00;09.04.2022 07:00:00;175.1
09.04.2022 07:00:00;09.04.2022 08:00:00;220.1
09.04.2022 08:00:00;09.04.2022 09:00:00;171.01
09.04.2022 09:00:00;09.04.2022 10:00:00;73.18
09.04.2022 10:00:00;09.04.2022 11:00:00;21.89
09.04.2022 11:00:00;09.04.2022 12:00:00;2.65
09.04.2022 12:00:00;09.04.2022 13:00:00;-24.86
09.04.2022 13:00:00;09.04.2022 14:00:00;-16.45
09.04.2022 14:00:00;09.04.2022 15:00:00;-17.97
09.04.2022 15:00:00;09.04.2022 16:00:00;-13.38
09.04.2022 16:00:00;09.04.2022 17:00:00;24.45
09.04.2022 17:00:00;09.04.2022 18:00:00;153.87
09.04.2022 18:00:00;09.04.2022 19:00:00;209.37
09.04.2022 19:00:00;09.04.2022 20:00:00;250
09.04.2022 20:00:00;09.04.2022 21:00:00;286
09.04.2022 21:00:00;09.04.2022 22:00:00;267.7
09.04.2022 22:00:00;09.04.2022 23:00:00;258.11
09.04.2022 23:00:00;10.04.2022 00:00:00;262.78
10.04.2022 00:00:00;10.04.2022 01:00:00;273.73
10.04.2022 01:00:00;10.04.2022 02:00:00;240.19
10.04.2022 02:00:00;10.04.2022 03:00:00;241.72
10.04.2022 03:00:00;10.04.2022 04:00:00;218.36
10.04.2022 04:00:00;10.04.2022 05:00:00;200
10.04.2022 05:00:00;10.04.2022 06:00:00;205.9
10.04.2022 06:00:00;10.04.2022 07:00:00;226.62
10.04.2022 07:00:00;10.04.2022 08:00:00;193.17
10.04.2022 08:00:00;10.04.2022 09:00:00;191.19
10.04.2022 09:00:00;10.04.2022 10:00:00;81.1
10.04.2022 10:00:00;10.04.2022 11:00:00;112.78
10.04.2022 11:00:00;10.04.2022 12:00:00;79.13
10.04.2022 12:00:00;10.04.2022 13:00:00;65.22
10.04.2022 13:00:00;10.04.2022 14:00:00;99.83
10.04.2022 14:00:00;10.04.2022 15:00:00;40.51
10.04.2022 15:00:00;10.04.2022 16:00:00;34.53
10.04.2022 16:00:00;10.04.2022 17:00:00;80
10.04.2022 17:00:00;10.04.2022 18:00:00;193.8
10.04.2022 18:00:00;10.04.2022 19:00:00;278.72
10.04.2022 19:00:00;10.04.2022 20:00:00;274.28
10.04.2022 20:00:00;10.04.2022 21:00:00;304.6
10.04.2022 21:00:00;10.04.2022 22:00:00;274.27
10.04.2022 22:00:00;10.04.2022 23:00:00;250.88
10.04.2022 23:00:00;11.04.2022 00:00:00;224.3
11.04.2022 00:00:00;11.04.2022 01:00:00;272.35
11.04.2022 01:00:00;11.04.2022 02:00:00;244.25
11.04.2022 02:00:00;11.04.2022 03:00:00;237.96
11.04.2022 03:00:00;11.04.2022 04:00:00;212.44
11.04.2022 04:00:00;11.04.2022 05:00:00;195.55
11.04.2022 05:00:00;11.04.2022 06:00:00;220.56
11.04.2022 06:00:00;11.04.2022 07:00:00;264.91
11.04.2022 07:00:00;11.04.2022 08:00:00;299.93
11.04.2022 08:00:00;11.04.2022 09:00:00;285.03
11.04.2022 09:00:00;11.04.2022 10:00:00;255
11.04.2022 10:00:00;11.04.2022 11:00:00;214.92
11.04.2022 11:00:00;11.04.2022 12:00:00;190.71
11.04.2022 12:00:00;11.04.2022 13:00:00;187.85
11.04.2022 13:00:00;11.04.2022 14:00:00;181.84
11.04.2022 14:00:00;11.04.2022 15:00:00;179.98
11.04.2022 15:00:00;11.04.2022 16:00:00;179.77
11.04.2022 16:00:00;11.04.2022 17:00:00;182.86
11.04.2022 17:00:00;11.04.2022 18:00:00;219.39
11.04.2022 18:00:00;11.04.2022 19:00:00;263.32
11.04.2022 19:00:00;11.04.2022 20:00:00;296.99
11.04.2022 20:00:00;11.04.2022 21:00:00;290.37
11.04.2022 21:00:00;11.04.2022 22:00:00;267.81
11.04.2022 22:00:00;11.04.2022 23:00:00;247.99
11.04.2022 23:00:00;12.04.2022 00:00:00;204.4
12.04.2022 00:00:00;12.04.2022 01:00:00;186
12.04.2022 01:00:00;12.04.2022 02:00:00;188.71
12.04.2022 02:00:00;12.04.2022 03:00:00;183.6
12.04.2022 03:00:00;12.04.2022 04:00:00;183
12.04.2022 04:00:00;12.04.2022 05:00:00;185.55
12.04.2022 05:00:00;12.04.2022 06:00:00;191.53
12.04.2022 06:00:00;12.04.2022 07:00:00;229.54
12.04.2022 07:00:00;12.04.2022 08:00:00;268.78
12.04.2022 08:00:00;12.04.2022 09:00:00;260.33
12.04.2022 09:00:00;12.04.2022 10:00:00;230.73
12.04.2022 10:00:00;12.04.2022 11:00:00;192
12.04.2022 11:00:00;12.04.2022 12:00:00;156.61
12.04.2022 12:00:00;12.04.2022 13:00:00;113.42
12.04.2022 13:00:00;12.04.2022 14:00:00;157.71
12.04.2022 14:00:00;12.04.2022 15:00:00;152
12.04.2022 15:00:00;12.04.2022 16:00:00;162.68
12.04.2022 16:00:00;12.04.2022 17:00:00;174.51
12.04.2022 17:00:00;12.04.2022 18:00:00;225.4
12.04.2022 18:00:00;12.04.2022 19:00:00;260
12.04.2022 19:00:00;12.04.2022 20:00:00;277.33
12.04.2022 20:00:00;12.04.2022 21:00:00;287.7
12.04.2022 21:00:00;12.04.2022 22:00:00;291
12.04.2022 22:00:00;12.04.2022 23:00:00;224.63
12.04.2022 23:00:00;13.04.2022 00:00:00;276.4
13.04.2022 00:00:00;13.04.2022 01:00:00;229.9
13.04.2022 01:00:00;13.04.2022 02:00:00;188.74
13.04.2022 02:00:00;13.04.2022 03:00:00;199.16
13.04.2022 03:00:00;13.04.2022 04:00:00;194.29
13.04.2022 04:00:00;13.04.2022 05:00:00;184.38
13.04.2022 05:00:00;13.04.2022 06:00:00;212.32
13.04.2022 06:00:00;13.04.2022 07:00:00;248.74
13.04.2022 07:00:00;13.04.2022 08:00:00;270.47
13.04.2022 08:00:00;13.04.2022 09:00:00;273.83
13.04.2022 09:00:00;13.04.2022 10:00:00;254.25
13.04.2022 10:00:00;13.04.2022 11:00:00;260.8
13.04.2022 11:00:00;13.04.2022 12:00:00;245.6
13.04.2022 12:00:00;13.04.2022 13:00:00;207.94
13.04.2022 13:00:00;13.04.2022 14:00:00;199.69
13.04.2022 14:00:00;13.04.2022 15:00:00;200.63
13.04.2022 15:00:00;13.04.2022 16:00:00;196
13.04.2022 16:00:00;13.04.2022 17:00:00;200.47
13.04.2022 17:00:00;13.04.2022 18:00:00;241.25
13.04.2022 18:00:00;13.04.2022 19:00:00;266.2
13.04.2022 19:00:00;13.04.2022 20:00:00;298.95
13.04.2022 20:00:00;13.04.2022 21:00:00;301.63
13.04.2022 21:00:00;13.04.2022 22:00:00;269.03
13.04.2022 22:00:00;13.04.2022 23:00:00;250
13.04.2022 23:00:00;14.04.2022 00:00:00;231.94
14.04.2022 00:00:00;14.04.2022 01:00:00;232.45
14.04.2022 01:00:00;14.04.2022 02:00:00;207.63
14.04.2022 02:00:00;14.04.2022 03:00:00;200.14
14.04.2022 03:00:00;14.04.2022 04:00:00;198.05
14.04.2022 04:00:00;14.04.2022 05:00:00;199.97
14.04.2022 05:00:00;14.04.2022 06:00:00;204.46
14.04.2022 06:00:00;14.04.2022 07:00:00;254
14.04.2022 07:00:00;14.04.2022 08:00:00;272.33
14.04.2022 08:00:00;14.04.2022 09:00:00;282.11
14.04.2022 09:00:00;14.04.2022 10:00:00;252.78
14.04.2022 10:00:00;14.04.2022 11:00:00;216.35
14.04.2022 11:00:00;14.04.2022 12:00:00;212.54
14.04.2022 12:00:00;14.04.2022 13:00:00;201.45
14.04.2022 13:00:00;14.04.2022 14:00:00;195.19
14.04.2022 14:00:00;14.04.2022 15:00:00;193.64
14.04.2022 15:00:00;14.04.2022 16:00:00;191.99
14.04.2022 16:00:00;14.04.2022 17:00:00;194.53
14.04.2022 17:00:00;14.04.2022 18:00:00;212.8
14.04.2022 18:00:00;14.04.2022 19:00:00;244.94
14.04.2022 19:00:00;14.04.2022 20:00:00;271.07
14.04.2022 20:00:00;14.04.2022 21:00:00;272.31
14.04.2022 21:00:00;14.04.2022 22:00:00;265.46
14.04.2022 22:00:00;14.04.2022 23:00:00;253.68
14.04.2022 23:00:00;15.04.2022 00:00:00;230
15.04.2022 00:00:00;15.04.2022 01:00:00;214.9
15.04.2022 01:00:00;15.04.2022 02:00:00;204.58
15.04.2022 02:00:00;15.04.2022 03:00:00;198.77
15.04.2022 03:00:00;15.04.2022 04:00:00;195.75
15.04.2022 04:00:00;15.04.2022 05:00:00;192.43
15.04.2022 05:00:00;15.04.2022 06:00:00;196.86
15.04.2022 06:00:00;15.04.2022 07:00:00;205.33
15.04.2022 07:00:00;15.04.2022 08:00:00;221.81
15.04.2022 08:00:00;15.04.2022 09:00:00;242.51
15.04.2022 09:00:00;15.04.2022 10:00:00;255.4
15.04.2022 10:00:00;15.04.2022 11:00:00;192.68
15.04.2022 11:00:00;15.04.2022 12:00:00;188.69
15.04.2022 12:00:00;15.04.2022 13:00:00;170.27
15.04.2022 13:00:00;15.04.2022 14:00:00;167.65
15.04.2022 14:00:00;15.04.2022 15:00:00;157.38
15.04.2022 15:00:00;15.04.2022 16:00:00;151.11
15.04.2022 16:00:00;15.04.2022 17:00:00;155.01
15.04.2022 17:00:00;15.04.2022 18:00:00;179.32
15.04.2022 18:00:00;15.04.2022 19:00:00;196.21
15.04.2022 19:00:00;15.04.2022 20:00:00;228.35
15.04.2022 20:00:00;15.04.2022 21:00:00;235.99
15.04.2022 21:00:00;15.04.2022 22:00:00;252.05
15.04.2022 22:00:00;15.04.2022 23:00:00;237.28
15.04.2022 23:00:00;16.04.2022 00:00:00;223
16.04.2022 00:00:00;16.04.2022 01:00:00;191.16
16.04.2022 01:00:00;16.04.2022 02:00:00;183.37
16.04.2022 02:00:00;16.04.2022 03:00:00;178.14
16.04.2022 03:00:00;16.04.2022 04:00:00;174.21
16.04.2022 04:00:00;16.04.2022 05:00:00;176.24
16.04.2022 05:00:00;16.04.2022 06:00:00;180.08
16.04.2022 06:00:00;16.04.2022 07:00:00;188.98
16.04.2022 07:00:00;16.04.2022 08:00:00;191.12
16.04.2022 08:00:00;16.04.2022 09:00:00;189.6
16.04.2022 09:00:00;16.04.2022 10:00:00;172.62
16.04.2022 10:00:00;16.04.2022 11:00:00;146.58
16.04.2022 11:00:00;16.04.2022 12:00:00;121.99
16.04.2022 12:00:00;16.04.2022 13:00:00;52.64
16.04.2022 13:00:00;16.04.2022 14:00:00;-9.96
16.04.2022 14:00:00;16.04.2022 15:00:00;18.11
16.04.2022 15:00:00;16.04.2022 16:00:00;40.32
16.04.2022 16:00:00;16.04.2022 17:00:00;65.84
16.04.2022 17:00:00;16.04.2022 18:00:00;107.71
16.04.2022 18:00:00;16.04.2022 19:00:00;171.19
16.04.2022 19:00:00;16.04.2022 20:00:00;195.08
16.04.2022 20:00:00;16.04.2022 21:00:00;205.81
16.04.2022 21:00:00;16.04.2022 22:00:00;194.47
16.04.2022 22:00:00;16.04.2022 23:00:00;175.84
16.04.2022 23:00:00;17.04.2022 00:00:00;166.88
17.04.2022 00:00:00;17.04.2022 01:00:00;160.22
17.04.2022 01:00:00;17.04.2022 02:00:00;139.97
17.04.2022 02:00:00;17.04.2022 03:00:00;132.9
17.04.2022 03:00:00;17.04.2022 04:00:00;123.38
17.04.2022 04:00:00;17.04.2022 05:00:00;133.96
17.04.2022 05:00:00;17.04.2022 06:00:00;139.96
17.04.2022 06:00:00;17.04.2022 07:00:00;146.1
17.04.2022 07:00:00;17.04.2022 08:00:00;144.01
17.04.2022 08:00:00;17.04.2022 09:00:00;133.55
17.04.2022 09:00:00;17.04.2022 10:00:00;100
17.04.2022 10:00:00;17.04.2022 11:00:00;75.92
17.04.2022 11:00:00;17.04.2022 12:00:00;15.2
17.04.2022 12:00:00;17.04.2022 13:00:00;-20
17.04.2022 13:00:00;17.04.2022 14:00:00;-35.06
17.04.2022 14:00:00;17.04.2022 15:00:00;0
17.04.2022 15:00:00;17.04.2022 16:00:00;0.08
17.04.2022 16:00:00;17.04.2022 17:00:00;15
17.04.2022 17:00:00;17.04.2022 18:00:00;66.2
17.04.2022 18:00:00;17.04.2022 19:00:00;158.02
17.04.2022 19:00:00;17.04.2022 20:00:00;182.55
17.04.2022 20:00:00;17.04.2022 21:00:00;191.54
17.04.2022 21:00:00;17.04.2022 22:00:00;190.73
17.04.2022 22:00:00;17.04.2022 23:00:00;171.46
17.04.2022 23:00:00;18.04.2022 00:00:00;158.07
18.04.2022 00:00:00;18.04.2022 01:00:00;95.9
18.04.2022 01:00:00;18.04.2022 02:00:00;81
18.04.2022 02:00:00;18.04.2022 03:00:00;84
18.04.2022 03:00:00;18.04.2022 04:00:00;81
18.04.2022 04:00:00;18.04.2022 05:00:00;85.25
18.04.2022 05:00:00;18.04.2022 06:00:00;92.31
18.04.2022 06:00:00;18.04.2022 07:00:00;102.82
18.04.2022 07:00:00;18.04.2022 08:00:00;113.98
18.04.2022 08:00:00;18.04.2022 09:00:00;118.82
18.04.2022 09:00:00;18.04.2022 10:00:00;111.04
18.04.2022 10:00:00;18.04.2022 11:00:00;93.35
18.04.2022 11:00:00;18.04.2022 12:00:00;75.38
18.04.2022 12:00:00;18.04.2022 13:00:00;54.29
18.04.2022 13:00:00;18.04.2022 14:00:00;59
18.04.2022 14:00:00;18.04.2022 15:00:00;45
18.04.2022 15:00:00;18.04.2022 16:00:00;60.58
18.04.2022 16:00:00;18.04.2022 17:00:00;82.92
18.04.2022 17:00:00;18.04.2022 18:00:00;121.25
18.04.2022 18:00:00;18.04.2022 19:00:00;189.84
18.04.2022 19:00:00;18.04.2022 20:00:00;240.3
18.04.2022 20:00:00;18.04.2022 21:00:00;250.73
18.04.2022 21:00:00;18.04.2022 22:00:00;236.11
18.04.2022 22:00:00;18.04.2022 23:00:00;221.23
18.04.2022 23:00:00;19.04.2022 00:00:00;202
19.04.2022 00:00:00;19.04.2022 01:00:00;205
19.04.2022 01:00:00;19.04.2022 02:00:00;192.98
19.04.2022 02:00:00;19.04.2022 03:00:00;191.14
19.04.2022 03:00:00;19.04.2022 04:00:00;190.95
19.04.2022 04:00:00;19.04.2022 05:00:00;190
19.04.2022 05:00:00;19.04.2022 06:00:00;200.61
19.04.2022 06:00:00;19.04.2022 07:00:00;251.27
19.04.2022 07:00:00;19.04.2022 08:00:00;291.43
19.04.2022 08:00:00;19.04.2022 09:00:00;295.43
19.04.2022 09:00:00;19.04.2022 10:00:00;255.71
19.04.2022 10:00:00;19.04.2022 11:00:00;212.53
19.04.2022 11:00:00;19.04.2022 12:00:00;195.33
19.04.2022 12:00:00;19.04.2022 13:00:00;174.23
19.04.2022 13:00:00;19.04.2022 14:00:00;166.92
19.04.2022 14:00:00;19.04.2022 15:00:00;169.77
19.04.2022 15:00:00;19.04.2022 16:00:00;163.28
19.04.2022 16:00:00;19.04.2022 17:00:00;163.29
19.04.2022 17:00:00;19.04.2022 18:00:00;190.43
19.04.2022 18:00:00;19.04.2022 19:00:00;224.93
19.04.2022 19:00:00;19.04.2022 20:00:00;239.03
19.04.2022 20:00:00;19.04.2022 21:00:00;240.01
19.04.2022 21:00:00;19.04.2022 22:00:00;223.6
19.04.2022 22:00:00;19.04.2022 23:00:00;200
19.04.2022 23:00:00;20.04.2022 00:00:00;184.2
20.04.2022 00:00:00;20.04.2022 01:00:00;191
20.04.2022 01:00:00;20.04.2022 02:00:00;189.55
20.04.2022 02:00:00;20.04.2022 03:00:00;183.1
20.04.2022 03:00:00;20.04.2022 04:00:00;183.28
20.04.2022 04:00:00;20.04.2022 05:00:00;183.38
20.04.2022 05:00:00;20.04.2022 06:00:00;197.96
20.04.2022 06:00:00;20.04.2022 07:00:00;227.24
20.04.2022 07:00:00;20.04.2022 08:00:00;249.92
20.04.2022 08:00:00;20.04.2022 09:00:00;249.9
20.04.2022 09:00:00;20.04.2022 10:00:00;209.96
20.04.2022 10:00:00;20.04.2022 11:00:00;193.5
20.04.2022 11:00:00;20.04.2022 12:00:00;182.2
20.04.2022 12:00:00;20.04.2022 13:00:00;138.25
20.04.2022 13:00:00;20.04.2022 14:00:00;143.2
20.04.2022 14:00:00;20.04.2022 15:00:00;135.08
20.04.2022 15:00:00;20.04.2022 16:00:00;165
20.04.2022 16:00:00;20.04.2022 17:00:00;175.7
20.04.2022 17:00:00;20.04.2022 18:00:00;196.15
20.04.2022 18:00:00;20.04.2022 19:00:00;222.95
20.04.2022 19:00:00;20.04.2022 20:00:00;249
20.04.2022 20:00:00;20.04.2022 21:00:00;250
20.04.2022 21:00:00;20.04.2022 22:00:00;239.18
20.04.2022 22:00:00;20.04.2022 23:00:00;220.1
20.04.2022 23:00:00;21.04.2022 00:00:00;201.97
21.04.2022 00:00:00;21.04.2022 01:00:00;188.55
21.04.2022 01:00:00;21.04.2022 02:00:00;179.92
21.04.2022 02:00:00;21.04.2022 03:00:00;181.08
21.04.2022 03:00:00;21.04.2022 04:00:00;178.92
21.04.2022 04:00:00;21.04.2022 05:00:00;180.5
21.04.2022 05:00:00;21.04.2022 06:00:00;199.92
21.04.2022 06:00:00;21.04.2022 07:00:00;229.76
21.04.2022 07:00:00;21.04.2022 08:00:00;256.02
21.04.2022 08:00:00;21.04.2022 09:00:00;256.25
21.04.2022 09:00:00;21.04.2022 10:00:00;232.26
21.04.2022 10:00:00;21.04.2022 11:00:00;207.93
21.04.2022 11:00:00;21.04.2022 12:00:00;181.77
21.04.2022 12:00:00;21.04.2022 13:00:00;170.48
21.04.2022 13:00:00;21.04.2022 14:00:00;161.67
21.04.2022 14:00:00;21.04.2022 15:00:00;150
21.04.2022 15:00:00;21.04.2022 16:00:00;159.4
21.04.2022 16:00:00;21.04.2022 17:00:00;170.39
21.04.2022 17:00:00;21.04.2022 18:00:00;185.13
21.04.2022 18:00:00;21.04.2022 19:00:00;204.96
21.04.2022 19:00:00;21.04.2022 20:00:00;220.62
21.04.2022 20:00:00;21.04.2022 21:00:00;223.61
21.04.2022 21:00:00;21.04.2022 22:00:00;220.44
21.04.2022 22:00:00;21.04.2022 23:00:00;199.71
21.04.2022 23:00:00;22.04.2022 00:00:00;177.88
22.04.2022 00:00:00;22.04.2022 01:00:00;185.08
22.04.2022 01:00:00;22.04.2022 02:00:00;180.7
22.04.2022 02:00:00;22.04.2022 03:00:00;187.01
22.04.2022 03:00:00;22.04.2022 04:00:00;179.41
22.04.2022 04:00:00;22.04.2022 05:00:00;176.09
22.04.2022 05:00:00;22.04.2022 06:00:00;189.58
22.04.2022 06:00:00;22.04.2022 07:00:00;218.07
22.04.2022 07:00:00;22.04.2022 08:00:00;239.95
22.04.2022 08:00:00;22.04.2022 09:00:00;244.1
22.04.2022 09:00:00;22.04.2022 10:00:00;221.05
22.04.2022 10:00:00;22.04.2022 11:00:00;195.85
22.04.2022 11:00:00;22.04.2022 12:00:00;137.9
22.04.2022 12:00:00;22.04.2022 13:00:00;126.89
22.04.2022 13:00:00;22.04.2022 14:00:00;102.65
22.04.2022 14:00:00;22.04.2022 15:00:00;91.39
22.04.2022 15:00:00;22.04.2022 16:00:00;91.07
22.04.2022 16:00:00;22.04.2022 17:00:00;106.72
22.04.2022 17:00:00;22.04.2022 18:00:00;131.51
22.04.2022 18:00:00;22.04.2022 19:00:00;168.48
22.04.2022 19:00:00;22.04.2022 20:00:00;209.61
22.04.2022 20:00:00;22.04.2022 21:00:00;209.97
22.04.2022 21:00:00;22.04.2022 22:00:00;182.44
22.04.2022 22:00:00;22.04.2022 23:00:00;190.17
22.04.2022 23:00:00;23.04.2022 00:00:00;147
23.04.2022 00:00:00;23.04.2022 01:00:00;150
23.04.2022 01:00:00;23.04.2022 02:00:00;118.39
23.04.2022 02:00:00;23.04.2022 03:00:00;110.2
23.04.2022 03:00:00;23.04.2022 04:00:00;129.37
23.04.2022 04:00:00;23.04.2022 05:00:00;121.56
23.04.2022 05:00:00;23.04.2022 06:00:00;122.38
23.04.2022 06:00:00;23.04.2022 07:00:00;132.19
23.04.2022 07:00:00;23.04.2022 08:00:00;147.96
23.04.2022 08:00:00;23.04.2022 09:00:00;143
23.04.2022 09:00:00;23.04.2022 10:00:00;15.52
23.04.2022 10:00:00;23.04.2022 11:00:00;-40
23.04.2022 11:00:00;23.04.2022 12:00:00;-20
23.04.2022 12:00:00;23.04.2022 13:00:00;-45
23.04.2022 13:00:00;23.04.2022 14:00:00;-55
23.04.2022 14:00:00;23.04.2022 15:00:00;-65
23.04.2022 15:00:00;23.04.2022 16:00:00;-40
23.04.2022 16:00:00;23.04.2022 17:00:00;-30
23.04.2022 17:00:00;23.04.2022 18:00:00;28
23.04.2022 18:00:00;23.04.2022 19:00:00;123.68
23.04.2022 19:00:00;23.04.2022 20:00:00;168.19
23.04.2022 20:00:00;23.04.2022 21:00:00;171.72
23.04.2022 21:00:00;23.04.2022 22:00:00;144.48
23.04.2022 22:00:00;23.04.2022 23:00:00;131.32
23.04.2022 23:00:00;24.04.2022 00:00:00;112.12
24.04.2022 00:00:00;24.04.2022 01:00:00;113.03
24.04.2022 01:00:00;24.04.2022 02:00:00;104.56
24.04.2022 02:00:00;24.04.2022 03:00:00;84.54
24.04.2022 03:00:00;24.04.2022 04:00:00;86.79
24.04.2022 04:00:00;24.04.2022 05:00:00;81.13
24.04.2022 05:00:00;24.04.2022 06:00:00;80.73
24.04.2022 06:00:00;24.04.2022 07:00:00;71.46
24.04.2022 07:00:00;24.04.2022 08:00:00;85.86
24.04.2022 08:00:00;24.04.2022 09:00:00;60.15
24.04.2022 09:00:00;24.04.2022 10:00:00;8.93
